GEMS.Station.Number,Sample.Date,pH,NO2N,NO3N,DRP
IND02238,2012-01-01,8.18,0.2484,1.69545,0.093006
IND02238,2012-02-01,8.59,0.4416,5.64684,0.031002
IND02238,2012-03-01,7.67,0.6348,6.55762,0.093006
IND02238,2012-04-01,8.37,0.0552,4.52588,0.031002
IND02238,2012-05-01,8.02,0.0,2.49414,0.289352
IND02238,2012-06-04,7.11,0.0,8.4072,0.0
IND02238,2012-07-02,8.0,0.0,16.0157,0.196346
IND02238,2012-08-01,8.05,0.0,5.89905,0.0
IND02238,2012-09-04,8.0,0.1518,4.10552,0.0
IND02238,2012-10-03,8.02,0.4692,10.9994,0.020668
IND02238,2012-11-02,7.94,0.0828,10.9994,0.0
IND02238,2012-12-04,8.0,0.0,4.59594,0.0
IND02238,2013-01-02,7.919999999999999,0.0,4.9042,0.0
IND02238,2013-02-04,7.989999999999999,0.0,8.09894,0.031002
IND02238,2013-03-01,7.66,0.0828,5.6048,0.0
IND02238,2013-04-02,7.55,0.0,6.20732,0.0
IND02238,2013-05-02,7.366666666666667,0.0828,0.0,0.031002
IND02238,2021-03-01,8.17,0.24,1.7,1.82
IND02238,2021-04-01,7.97,0.18,1.0,1.97
IND02238,2021-05-01,8.1,0.02,1.48,0.34
IND02239,2013-08-01,8.149999999999999,0.0,0.392,0.44
IND02239,2013-09-02,8.7,0.0,2.936,0.15
IND02239,2013-10-01,8.6,0.0,0.098,0.18
IND02239,2013-11-01,8.25,0.0,0.894,0.48
IND02239,2013-12-02,8.6,0.0,0.998,0.18
IND02239,2014-01-01,8.3,0.0,0.429,0.04
IND02239,2014-02-01,8.3,0.0,0.89,0.09
IND02239,2014-03-11,8.2,0.0,0.89,0.11
IND02241,2008-06-02,8.35,0.019,0.756,0.01
IND02241,2015-02-02,8.18,0.0,0.06,0.0
IND02241,2015-10-01,7.89,0.01,1.25,0.0
IND02241,2015-12-21,8.3,0.04,3.61,0.34
IND02241,2016-07-09,7.38,0.0,1.43,0.06
IND02241,2021-07-27,8.33,0.01,1.9,0.12
IND02242,2021-05-04,7.695,0.0,0.54,0.01
IND02242,2021-05-21,7.305,0.035,0.38,0.01
IND02243,1990-01-01,8.344999999999999,0.0,0.014012,0.0
IND02243,1990-01-02,8.41,0.0,0.0,0.10334
IND02243,1990-01-06,8.2825,0.69,0.0,0.5167
IND02243,1990-01-08,8.4675,0.0,0.0,0.0
IND02243,1990-02-03,8.4025,0.0,0.0,0.05167
IND02243,1990-02-04,8.24,0.0,0.0,0.0
IND02243,1990-02-05,8.36,0.0,0.0,0.0
IND02243,1990-02-07,8.39,0.0,0.0,0.0
IND02243,1991-01-04,8.1075,0.35328,1.036887,0.0160177
IND02243,1991-01-05,8.19,0.0,1.219046,0.0031002
IND02243,1991-01-06,7.8475,0.6486000000000001,1.212038,0.0
IND02243,1991-01-07,7.3525,0.414,2.32599,0.0
IND02243,1991-01-08,7.1625,0.1725,0.203174,0.010334
IND02243,1994-01-06,7.935,0.6279,1.6113780000000002,0.0
IND02243,1994-01-07,8.05,0.5037,0.7146100000000001,0.0
IND02243,1994-01-08,8.345,0.4761,0.52545,0.0
IND02243,1994-01-10,7.47,0.0345,0.7916759999999999,0.0
IND02243,1994-01-11,7.895,0.0965999999999999,0.91078,0.0
IND02243,2014-01-07,8.1,0.0,0.238204,0.0
IND02243,2014-01-08,7.85,0.0,0.182156,0.0
IND02243,2014-01-09,7.95,0.0,0.224192,0.0
IND02243,2014-01-10,8.05,0.0,0.196168,0.0
IND02243,2014-01-11,8.1,0.0,0.168144,0.0
IND02243,2014-01-12,8.0,0.0,0.182156,0.0
IND02243,2014-02-06,7.699999999999999,0.0,0.238204,0.0
IND02243,2015-01-01,8.0,0.0,0.224192,0.0
IND02243,2015-01-04,8.2,0.0,0.21018,0.0
IND02243,2015-01-05,8.085,0.0,0.224192,0.0
IND02243,2015-01-06,8.149999999999999,0.0,0.28024,0.0
IND02243,2015-01-07,8.2,0.0,0.266228,0.0
IND02243,2015-02-02,8.05,0.0,0.238204,0.0
IND02243,2015-02-03,8.1,0.0,0.252216,0.0
IND02243,2020-02-03,7.529999999999999,0.04,2.1,0.08
IND02244,2008-11-03,7.8,0.0138,0.476408,0.031002
IND02244,2008-12-01,7.8,0.0276,0.3503,0.041336
IND02244,2009-01-01,7.89,0.0138,0.56048,0.041336
IND02244,2009-07-01,7.94,0.0,0.294252,0.0
IND02244,2009-08-01,7.49,0.0,0.574492,0.0
IND02244,2009-09-01,7.78,0.0,0.532456,0.0
IND02244,2009-10-05,7.91,0.0,0.546468,0.0
IND02244,2009-11-04,7.86,0.0552,0.378324,0.0
IND02244,2009-12-02,7.9,0.0138,0.476408,0.010334
IND02244,2010-01-04,8.27,0.0276,0.644552,0.010334
IND02244,2010-07-02,7.31,0.0,0.406348,0.0
IND02244,2010-08-03,7.79,0.0,0.602516,0.0
IND02244,2010-09-02,7.85,0.0,0.56048,0.0
IND02244,2010-10-05,7.92,0.0138,0.602516,5.00166
IND02244,2010-11-02,7.87,0.0138,0.896768,0.010334
IND02244,2010-12-02,7.99,0.0,0.532456,0.0
IND02244,2011-01-04,8.01,0.0,0.896768,0.0
IND02244,2011-02-02,8.15,0.0276,0.784672,0.0
IND02244,2011-07-04,7.45,0.0,0.672576,0.0
IND02244,2011-08-01,7.2,0.0,0.798684,0.010334
IND02244,2011-09-05,6.93,0.0138,0.784672,0.0
IND02244,2011-11-02,6.9,0.0,0.91078,0.0
IND02244,2011-12-01,7.39,0.0,1.38719,0.010334
IND02244,2013-07-01,7.35,0.0138,0.448384,0.072338
IND02244,2013-08-02,7.06,0.0138,1.47126,0.031002
IND02244,2013-09-02,7.52,0.0,1.24707,0.020668
IND02244,2013-10-04,7.64,0.0138,1.76551,0.031002
IND02244,2013-11-04,7.65,0.0138,1.21904,0.010334
IND02244,2013-12-01,7.63,0.0,0.98084,0.113674
IND02244,2014-01-01,7.96,0.0,1.12096,0.020668
IND02244,2014-07-01,7.97,0.138,0.3503,0.010334
IND02244,2014-08-01,7.25,0.0138,0.686588,0.020668
IND02244,2014-09-01,7.37,0.0138,0.252216,0.010334
IND02244,2014-10-07,7.67,0.0138,0.98084,0.031002
IND02244,2014-11-07,8.17,0.0138,1.45725,0.010334
IND02244,2014-12-01,7.93,0.0,1.00886,0.010334
IND02244,2015-01-01,7.79,0.0138,1.163,0.0
IND02244,2015-08-01,7.52,0.0138,0.406348,0.031002
IND02244,2015-09-01,7.56,0.0,0.49042,0.196346
IND02244,2015-10-05,7.42,0.0138,0.882756,0.330688
IND02244,2015-11-02,7.7,0.0,0.868744,0.186012
IND02244,2016-01-01,7.95,0.0,0.49042,0.15501
IND02244,2016-08-01,7.18,0.0,0.658564,0.113674
IND02244,2016-09-01,7.02,0.069,1.27509,0.0
IND02244,2016-11-01,7.42,0.0,1.03689,0.0
IND02244,2017-07-03,7.1,0.0138,0.476408,0.020668
IND02244,2017-08-01,7.36,0.0,0.574492,0.10334
IND02244,2021-07-23,7.19,0.01,0.07,0.0
IND02245,2008-06-11,8.5,0.0,3.89534,0.098173
IND02245,2008-08-01,8.2,0.1656,1.89162,0.186012
IND02245,2008-10-01,8.4,0.0,1.6394,0.062004
IND02245,2008-12-01,8.8,0.10902,0.500228,0.036169
IND02245,2009-02-02,8.8,0.0,1.65061,0.0950728
IND02245,2009-04-01,9.2,0.01932,0.400743,0.0713046
IND02245,2009-06-01,8.3,0.11316,2.00091,0.0485698
IND02245,2009-08-01,8.2,0.04002,0.0406348,0.0816386
IND02245,2009-10-01,8.1,0.03864,1.65061,0.0093006
IND02245,2009-12-01,8.71,0.0,0.0,0.0227348
IND02245,2010-02-01,8.6,0.0,1.24707,0.0485698
IND02245,2010-04-01,8.9,0.0,0.500228,0.163277
IND02245,2010-06-01,9.2,0.01932,1.96168,0.0227348
IND02245,2010-08-02,8.3,0.04002,1.24707,0.0950728
IND02245,2010-10-01,8.4,0.0,1.7515,0.0485698
IND02245,2010-12-01,8.6,0.0,1.7515,0.0713046
IND02245,2011-02-01,8.7,0.0,1.24707,0.0713046
IND02245,2011-04-01,8.7,0.0,1.24707,0.163277
IND02245,2011-08-01,8.04,0.02898,1.50069,0.025835
IND02245,2011-10-01,8.54,0.04002,1.20083,0.0
IND02245,2011-12-01,8.54,0.0,1.60157,0.0
IND02245,2012-02-01,9.1,0.0,1.20083,0.0289352
IND02245,2012-04-01,8.59,0.0,2.90189,0.0289352
IND02245,2020-11-04,8.49,0.0,2.2,0.06
IND02245,2021-02-01,8.41,0.08,4.2,0.15
IND02245,2021-03-01,8.43,0.11,4.24,0.32
IND02246,1996-02-01,7.75,0.0,0.602516,0.0
IND02246,1996-03-01,8.26,0.0,0.854732,0.0
IND02246,1996-04-02,7.76,0.0,1.19102,0.0
IND02246,1996-05-01,7.41,0.0,1.35916,0.031002
IND02246,1996-06-01,8.9,0.0,1.30312,0.031002
IND02246,1996-07-01,7.55,0.0,1.30312,0.0
IND02246,1996-08-01,7.63,0.0138,1.48527,0.0
IND02246,1996-09-02,7.4,0.0,1.47126,0.0
IND02246,1996-10-01,7.87,0.0,0.196168,0.0
IND02246,1996-11-01,7.95,0.0,0.224192,0.0
IND02246,1996-12-02,7.4,0.0,0.448384,0.0
IND02246,1997-01-01,7.56,0.0,0.672576,0.0
IND02246,1997-02-01,7.48,0.0,0.266228,0.0
IND02246,1997-03-01,7.97,0.0,3.65713,0.0
IND02246,1997-04-01,7.96,0.0,3.7412,0.0
IND02246,1997-05-01,7.48,0.0,0.7006,0.0
IND02246,1999-01-01,7.71,0.0,0.224192,0.0
IND02246,1999-02-01,7.7,0.0,1.47126,0.0
IND02246,1999-05-01,7.61,0.0,0.672576,0.0
IND02246,1999-06-01,7.25,0.0,1.13497,0.0
IND02246,1999-07-01,7.25,0.0,2.24192,0.0
IND02246,1999-08-02,7.22,0.0,1.30312,0.0
IND02246,2005-01-01,7.9,0.0,0.196168,0.0
IND02246,2005-03-01,8.004999999999999,0.0,0.476408,0.0
IND02246,2005-06-01,8.129999999999999,0.0,1.13497,0.0
IND02246,2005-07-01,7.365,0.0,1.00046,0.0
IND02246,2005-08-01,7.67,0.0138,0.994852,0.0
IND02246,2005-09-01,7.725,0.0,0.854732,0.0
IND02246,2005-10-01,7.925000000000001,0.0,0.322276,0.0
IND02246,2005-11-03,7.835,0.0,1.56934,0.0
IND02246,2005-12-01,8.030000000000001,0.0,1.10695,0.0
IND02246,2006-01-02,8.05,0.0,0.448384,0.0
IND02246,2006-02-01,8.195,0.0,0.434372,0.0
IND02246,2006-03-01,7.82,0.0,1.03689,0.0
IND02246,2006-04-01,7.365,0.0,1.03689,0.0
IND02246,2006-05-01,8.05,0.0138,1.48527,0.0
IND02246,2006-06-01,7.085,0.0,0.434372,0.093006
IND02246,2006-07-01,7.425000000000001,0.0,0.21018,0.0
IND02246,2006-08-01,7.535,0.0,0.28024,0.0
IND02246,2006-09-01,7.785,0.0,0.28024,0.0
IND02246,2006-10-03,7.845,0.0,0.224192,0.0
IND02246,2006-11-01,8.125,0.0,1.47126,0.0
IND02246,2006-12-01,8.08,0.0,0.448384,0.0
IND02246,2007-01-02,8.015,0.0414,1.00886,0.05167
IND02246,2007-02-01,8.149999999999999,0.0,0.532456,0.0
IND02246,2007-03-01,8.120000000000001,0.0,0.994852,0.0
IND02246,2007-04-02,8.219999999999999,0.0,0.672576,0.0
IND02246,2007-05-01,8.120000000000001,0.0,0.868744,0.031002
IND02246,2007-06-01,8.059999999999999,0.0,1.20503,0.0
IND02246,2007-07-01,7.789999999999999,0.0,0.994852,0.0
IND02246,2007-08-01,8.055,0.0,1.09294,0.0
IND02246,2007-09-01,7.890000000000001,0.0,1.24707,0.0
IND02246,2007-10-01,7.574999999999999,0.0,1.30312,0.0
IND02246,2007-11-01,8.21,0.0,4.17558,0.0
IND02246,2007-12-01,8.055,0.0,1.30312,0.0
IND02246,2008-01-01,8.145,0.0,0.126108,0.0
IND02246,2008-02-01,7.939999999999999,0.0,0.812696,0.0
IND02246,2009-06-01,8.1,0.0,1.19102,0.05167
IND02246,2009-07-01,7.82,0.0,0.994852,0.0
IND02246,2009-08-01,7.7,0.0,0.714612,0.0
IND02246,2009-09-01,7.81,0.0,0.91078,0.05167
IND02246,2009-10-01,7.96,0.0,0.798684,0.0
IND02246,2009-11-03,8.08,0.0,0.574492,0.0
IND02246,2009-12-01,8.0,0.0,0.658564,0.0
IND02246,2010-01-01,7.9,0.0,0.434372,0.0
IND02246,2010-02-01,7.9,0.0,0.378324,0.0
IND02246,2010-03-02,7.93,0.0,0.49042,0.0
IND02246,2010-04-01,7.8,0.0,0.518444,0.0
IND02246,2010-05-01,8.6,0.0,0.574492,0.0
IND02246,2021-09-01,7.275,0.02,1.14,0.03
IND02246,2021-09-11,7.245,0.01,3.12,0.03
IND02246,2021-09-21,7.055,0.03,2.88,0.04
IND02248,1995-09-01,8.25,0.0138,0.322276,0.010334
IND02248,1995-10-01,8.71,0.0138,0.77066,0.010334
IND02248,1995-11-01,8.21,0.0138,0.448384,0.010334
IND02248,1996-09-01,7.66,0.0138,1.62539,0.020668
IND02248,1996-10-01,8.28,0.0,2.46611,0.020668
IND02248,1996-11-01,8.32,0.0,0.49042,0.010334
IND02248,1996-12-01,8.6,0.0,1.07892,0.0
IND02248,1997-01-01,8.68,0.0,1.9897,0.0
IND02248,1997-02-01,8.55,0.0138,1.27509,0.010334
IND02248,1997-10-01,7.84,0.0138,1.07892,0.010334
IND02248,1997-11-01,7.72,0.0414,1.66743,0.010334
IND02248,1997-12-01,7.57,0.0138,1.7515,0.020668
IND02248,1998-01-01,8.47,0.0138,0.854732,0.020668
IND02248,1998-02-01,8.71,0.0138,0.518444,0.0
IND02248,1998-11-01,8.38,0.0138,0.714612,0.010334
IND02248,1998-12-01,8.31,0.0138,1.7515,0.010334
IND02248,1999-01-01,8.11,0.0,2.03174,0.010334
IND02248,1999-12-01,7.97,0.0138,0.518444,0.010334
IND02248,2000-01-01,7.38,0.0,0.574492,0.010334
IND02248,2015-11-14,7.34,0.002,0.204,0.009
IND02248,2015-12-23,7.41,0.001,0.257,0.023
IND02248,2016-01-02,7.7,0.0,0.206,0.0
IND02248,2017-12-04,7.55,0.01,0.11,0.0
IND02248,2020-11-28,7.92,0.02,1.58,0.15
IND02250,2008-06-02,7.95,0.007,0.588,0.01
IND02250,2008-08-01,8.190000000000001,0.017,1.58,0.01
IND02250,2008-09-01,8.02,0.009,1.58,0.01
IND02250,2015-01-01,7.795,0.0,3.04,0.0
IND02250,2015-02-02,7.955,0.08,0.412,0.01
IND02250,2015-03-02,7.825,0.0,0.239,0.0
IND02250,2015-04-01,7.775,0.0,0.769,0.02
IND02250,2015-05-01,8.05,0.0,1.38,0.03
IND02250,2015-06-01,8.125,0.0,1.11,0.05
IND02250,2015-07-01,8.125,0.0,1.65,0.05
IND02250,2015-08-01,7.890000000000001,0.0,1.69,0.03
IND02250,2015-09-01,7.86,0.0,0.762,0.02
IND02250,2015-10-01,7.699999999999999,0.07,1.68,0.04
IND02250,2015-11-02,7.985,0.02,1.86,0.05
IND02250,2015-12-01,8.075,0.0,3.49,0.15
IND02250,2016-01-01,7.41,0.02,0.501,0.06
IND02250,2016-03-01,7.695,0.0,3.27,0.06
IND02250,2016-04-01,7.78,0.0,2.3,0.14
IND02250,2016-05-02,7.835,0.0,3.21,0.04
IND02250,2016-06-01,7.04,0.0,0.113,0.01
IND02250,2016-07-01,7.775,0.0,0.505,0.04
IND02250,2016-08-01,7.795,0.0,0.562,0.04
IND02250,2016-09-01,7.33,0.0,0.548,0.04
IND02250,2016-10-01,7.225,0.0,0.37,0.03
IND02250,2016-11-01,7.535,0.0,1.08,0.14
IND02250,2016-12-01,7.53,0.0,0.455,0.03
IND02250,2017-01-02,7.475,0.0,0.297,0.02
IND02250,2017-02-01,7.535,0.0,0.354,0.03
IND02250,2017-03-01,6.98,0.07,0.107,0.01
IND02250,2017-04-01,7.265000000000001,0.0,0.131,0.01
IND02250,2017-05-01,7.43,0.0,0.205,0.01
IND02250,2021-01-01,7.515000000000001,0.0,1.75,0.06
IND02250,2021-02-01,7.55,0.0,0.51,0.0
IND02250,2021-03-01,7.53,0.0,2.3,0.06
IND02250,2021-04-01,7.395,0.01,2.4,0.04
IND02250,2021-06-04,7.494999999999999,0.01,1.77,0.02
IND02250,2021-07-05,7.47,0.0,1.47,0.06
IND02250,2021-07-12,7.535,0.01,1.8,0.07
IND02250,2021-07-22,7.665,0.01,2.56,0.1
IND02250,2021-08-02,7.75,0.01,0.46,0.09
IND02251,2007-06-01,6.26,0.026,0.886,0.155
IND02251,2007-08-01,6.145,0.025,1.08,0.18
IND02251,2007-10-01,6.415,0.026,1.221,0.102
IND02251,2007-12-01,6.95,0.058,0.581,0.227
IND02251,2008-04-01,6.605,0.099,0.107,0.214
IND02251,2008-08-01,6.18,0.0533,0.168,0.018
IND02251,2010-08-02,6.605,0.012,0.052,0.07
IND02251,2010-10-01,6.465,0.01,0.095,0.058
IND02251,2010-12-01,6.220000000000001,0.045,0.572,0.01
IND02251,2011-02-01,6.595000000000001,0.026,0.134,0.012
IND02251,2011-08-01,6.4350000000000005,0.026,2.89,0.03
IND02251,2012-06-01,6.96,0.012,0.48,0.061
IND02251,2012-08-01,6.565,0.0,1.27,0.3
IND02251,2012-10-01,6.619999999999999,0.007,1.62,0.354
IND02251,2012-12-01,6.37,0.01,1.67,0.009
IND02251,2013-04-01,6.71,0.009,0.86,0.09
IND02251,2013-06-01,6.6,0.018,1.03,0.05
IND02251,2013-08-01,6.65,0.014,0.237,0.08
IND02251,2013-10-01,6.6,0.01,0.134,0.1
IND02251,2014-02-01,6.9,0.01,0.34,0.1
IND02251,2014-04-01,7.04,0.02,0.561,0.07
IND02251,2021-06-01,6.42,0.0,0.36,0.0
IND02251,2021-06-14,6.49,0.0,0.33,0.0
IND02251,2021-06-21,6.51,0.0,0.36,0.0
IND02251,2021-07-01,6.48,0.0,0.3,0.02
IND02251,2021-07-12,6.46,0.0,0.46,0.02
IND02251,2021-07-22,6.29,0.0,0.5,0.04
IND02251,2021-08-02,6.19,0.0,0.5,0.19
IND02251,2021-08-11,6.28,0.0,0.45,0.2
IND02251,2021-08-21,6.42,0.0,0.39,0.18
IND02251,2021-09-01,6.38,0.0,0.44,0.11
IND02251,2021-09-13,6.5,0.0,0.42,0.15
IND02251,2021-09-21,6.42,0.0,0.34,0.12
IND02252,2010-06-01,8.4,0.06,0.2,0.22
IND02252,2010-07-01,8.205,0.04,0.38,0.06
IND02252,2010-08-02,8.225000000000001,0.02,0.16,0.05
IND02252,2010-09-01,8.07,0.05,0.27,0.06
IND02252,2010-10-01,8.245,0.1,0.16,0.06
IND02252,2010-11-01,8.0,0.05,0.23,0.07
IND02252,2010-12-01,7.935,0.08,0.12,0.05
IND02252,2011-01-01,8.2,0.08,0.36,0.1
IND02252,2011-02-01,7.925,0.04,0.14,0.08
IND02252,2011-07-01,7.6,0.02,0.16,0.06
IND02252,2011-08-01,8.084999999999999,0.1,0.17,0.08
IND02252,2011-09-01,7.6,0.05,0.25,0.05
IND02252,2011-10-01,7.6,0.02,0.25,0.1
IND02252,2011-11-01,6.62,0.1,0.12,0.07
IND02252,2011-12-01,6.8,0.03,0.18,0.08
IND02252,2012-01-02,7.6,0.05,0.17,0.05
IND02252,2012-08-01,8.0,0.05,0.15,0.06
IND02252,2012-09-01,7.65,0.12,0.16,0.06
IND02252,2012-10-01,6.85,0.06,0.2,0.05
IND02252,2012-11-01,6.9,0.12,0.14,0.06
IND02252,2012-12-01,8.2,0.05,0.2,0.08
IND02254,2016-10-01,8.1,0.0,2.398,0.031
IND02255,2007-06-11,8.56,0.07866,2.12142,0.447462
IND02255,2007-06-21,7.92,0.18768,2.19148,0.352389
IND02255,2007-07-11,7.7,0.345,2.29096,0.87529
IND02255,2007-07-23,8.56,0.14766,3.12187,0.796751
IND02255,2007-08-13,8.41,0.04002,2.12142,0.0816386
IND02255,2007-08-21,7.82,0.07866,1.70106,0.0847388
IND02255,2007-09-11,7.23,0.12834,1.11115,0.25835
IND02255,2007-09-21,7.89,0.04002,0.389253,0.744048
IND02255,2007-10-11,8.31,0.04002,2.89208,0.35859
IND02255,2007-10-22,7.56,2.02998,3.98221,0.450562
IND02255,2007-11-12,8.32,0.02898,2.69171,0.35859
IND02255,2007-11-21,7.2,0.04968,2.99156,0.836021
IND02255,2007-12-11,7.5,0.138,2.1018,0.57147
IND02255,2007-12-24,7.84,0.04002,2.84163,0.489832
IND02255,2008-01-11,7.77,0.01932,2.69171,0.114707
IND02255,2008-01-21,7.83,0.02898,2.4507,0.979663
IND02255,2008-02-11,7.32,0.02898,2.1018,0.653109
IND02255,2008-02-21,7.59,1.97064,2.36102,0.898025
IND02255,2008-03-03,8.33,0.01932,2.15084,0.718213
IND02255,2008-03-11,7.0,0.00966,2.69171,0.898025
IND02255,2008-03-21,7.16,0.00966,1.25127,0.979663
IND02255,2008-04-01,6.98,0.00966,3.65153,0.489832
IND02255,2008-04-11,7.54,0.04002,3.56185,0.653109
IND02255,2008-04-21,7.11,0.01932,4.01164,0.816386
IND02255,2008-05-01,7.35,0.01932,3.53243,0.196346
IND02255,2008-05-12,7.12,0.00966,4.22182,0.489832
IND02255,2008-05-21,7.56,0.00966,2.78138,0.408193
IND02255,2009-06-01,7.49,0.07866,5.04432,0.146743
IND02255,2009-06-11,7.89,0.05934,8.09894,0.521867
IND02255,2009-06-21,7.66,0.10902,10.0886,0.391659
IND02255,2009-07-01,7.86,0.207,5.88504,0.165344
IND02255,2009-07-11,7.43,0.08832,4.59594,0.66551
IND02255,2009-07-21,7.8,0.07866,5.30354,0.489832
IND02255,2009-08-01,8.08,0.00966,6.72576,0.66551
IND02255,2009-08-11,7.2,0.00966,4.56231,0.359623
IND02255,2009-08-21,7.28,0.0,6.97798,0.489832
IND02255,2009-09-01,7.56,0.0,9.52816,0.554936
IND02255,2009-09-11,7.74,0.0,7.56648,0.382358
IND02255,2009-09-21,7.71,0.0,8.4072,0.0682044
IND02255,2009-10-01,7.8,0.0,8.4072,0.036169
IND02255,2009-10-11,7.6,0.0966,8.79533,0.633474
IND02255,2009-10-21,8.3,0.0,9.94852,0.281
IND02255,2009-11-01,7.74,0.0,11.3497,0.62004
IND02255,2009-11-11,7.77,1.39932,12.3306,0.483631
IND02255,2009-11-21,8.01,0.04002,9.8084,0.701679
IND02255,2009-12-01,7.86,0.01932,8.96768,0.651042
IND02255,2009-12-11,7.92,0.04968,7.84672,0.837054
IND02255,2009-12-21,8.36,0.05934,9.98355,0.825687
IND02255,2010-01-01,7.92,0.05934,2.70432,0.907325
IND02255,2010-01-11,7.34,0.08832,3.78324,0.999298
IND02255,2010-01-21,7.5,0.08832,2.38204,1.18841
IND02255,2010-02-01,8.22,0.0,2.24192,0.0031002
IND02255,2010-02-11,7.24,0.10902,3.5086,0.802952
IND02255,2010-02-21,7.36,0.04968,3.40492,0.940394
IND02255,2010-03-01,7.6,0.01932,3.78324,0.971396
IND02255,2010-03-11,7.5,0.02898,3.5016,0.907325
IND02255,2010-03-21,7.68,0.04002,8.4044,0.692378
IND02255,2010-04-01,7.56,0.01932,3.78324,0.62004
IND02255,2010-04-11,7.62,0.04968,4.2022,0.492932
IND02255,2010-04-21,7.74,1.518,4.14755,0.57457
IND02255,2010-05-01,7.68,0.02898,9.85044,0.594205
IND02255,2010-05-11,7.82,0.05934,6.5436,0.578704
IND02255,2010-05-21,7.64,0.069,7.56368,0.695478
IND02255,2010-06-01,7.8,0.01932,30.8264,0.713046
IND02255,2010-06-11,7.91,0.0276,30.8264,0.62004
IND02255,2010-06-21,7.82,2.07,35.03,0.5167
IND02255,2010-07-01,7.88,0.04968,30.8264,0.62004
IND02255,2010-07-11,7.74,0.069,40.3546,0.475364
IND02255,2010-07-21,7.88,2.07,35.03,0.5167
IND02255,2010-08-01,7.78,0.00966,10.6491,0.411293
IND02255,2010-08-11,7.7,0.04968,10.3689,0.391659
IND02255,2010-08-23,7.92,0.0552,16.394,0.5167
IND02255,2010-09-01,7.62,0.0276,9.8084,0.408193
IND02255,2010-09-11,7.95,0.02898,7.28624,0.56837
IND02255,2010-09-21,8.03,0.07866,10.9294,0.506366
IND02255,2010-10-01,8.15,0.10902,14.4324,0.408193
IND02255,2010-10-11,7.71,0.05934,29.4252,0.41336
IND02255,2010-10-21,7.29,0.0552,21.018,0.454696
IND02255,2010-11-01,7.4,0.15732,28.024,0.411293
IND02255,2010-11-11,7.5,0.207,32.2276,0.578704
IND02255,2010-11-21,7.67,0.00966,21.018,0.62004
IND02255,2010-12-01,7.85,0.00966,19.6168,0.408193
IND02255,2010-12-11,7.92,0.02898,25.9222,0.5167
IND02255,2010-12-21,7.99,0.07866,25.2216,0.473297
IND02255,2011-01-01,7.35,0.16698,29.4252,0.05167
IND02255,2011-01-11,7.26,0.15732,29.4252,0.041336
IND02255,2011-01-21,7.69,0.01932,31.9474,0.05167
IND02255,2011-02-01,7.76,0.0,16.8144,0.423694
IND02255,2011-02-11,7.39,0.041262,27.8839,0.62004
IND02255,2011-02-21,7.72,0.04002,24.9414,0.35859
IND02255,2011-03-01,7.44,0.07866,22.4192,0.320354
IND02255,2011-03-11,7.69,0.14766,24.9414,0.31002
IND02255,2011-03-21,7.82,0.15732,22.4192,0.639675
IND02255,2011-04-01,7.79,0.0,29.4252,0.5167
IND02255,2011-04-11,7.62,0.11868,30.8264,0.702712
IND02255,2011-04-21,7.7,0.0966,33.6288,0.72338
IND02255,2011-05-01,7.06,0.0,30.8264,0.72338
IND02255,2011-05-11,7.11,0.0,13.998,0.62004
IND02255,2011-05-21,7.42,2.07,11.9102,0.41336
IND02255,2011-06-01,7.28,0.0138,5.99714,0.733714
IND02255,2011-06-11,7.28,0.0,5.9551,0.651042
IND02255,2011-06-21,7.2,0.0,2.99857,0.527034
IND02255,2011-07-01,7.04,0.0,1.82156,0.113674
IND02255,2011-07-11,7.11,0.0,2.1018,0.124008
IND02255,2011-07-21,7.24,0.0,1.44324,0.062004
IND02255,2011-08-01,7.62,0.1104,0.7006,0.10334
IND02255,2011-08-11,7.22,0.2346,0.882756,0.320354
IND02255,2011-08-21,7.31,0.0552,0.728624,0.0
IND02255,2011-09-01,7.28,0.7452,1.03689,0.0
IND02255,2011-09-11,7.33,0.0552,2.71833,0.041336
IND02255,2011-09-21,7.44,0.0,3.6151,0.093006
IND02255,2011-10-01,7.41,0.0414,2.07378,0.41336
IND02255,2011-10-11,7.68,1.035,2.49414,0.010334
IND02255,2011-10-21,7.9,0.0966,2.94252,0.589038
IND02255,2011-11-01,7.72,0.0,2.12982,0.56837
IND02255,2011-11-11,7.29,0.0,3.83929,0.403026
IND02255,2011-11-21,7.76,0.0,3.58707,0.682044
IND02255,2011-12-01,7.54,0.0,3.16671,0.454696
IND02255,2011-12-11,7.78,0.0552,3.6151,0.713046
IND02255,2011-12-21,7.62,0.0,3.16671,1.02307
IND02255,2012-01-01,7.96,0.0138,4.38576,0.847388
IND02255,2012-01-11,7.7,0.0138,5.29654,0.816386
IND02255,2012-01-21,7.82,0.0138,6.20732,0.98173
IND02255,2012-02-01,7.63,0.0,7.1181,0.950728
IND02255,2012-02-11,8.0,0.0,9.38804,1.45709
IND02255,2012-02-21,7.92,0.0,5.64684,0.909392
IND02255,2012-03-01,8.01,0.0552,3.60108,0.992064
IND02255,2012-03-11,8.08,0.069,4.86216,0.961062
IND02255,2012-03-21,8.11,0.0,6.66971,0.372024
IND02255,2012-04-01,8.39,0.0,7.3563,0.692378
IND02255,2012-04-11,7.76,0.0,8.47726,0.609706
IND02255,2012-04-21,7.91,0.0,4.63797,0.599372
IND02255,2012-05-01,7.7,0.0276,4.46983,1.0024
